1568020858 0 0 1 0 0 0 0 0 0
1569661946 0 1 1 0 0 0 0 0 0
1569665955 0 1 1 1 0 0 0 0 0
1569671989 0 2 1 1 0 0 0 0 0
1570007629 0 2 1 2 0 0 0 0 0
1570008959 1 2 1 2 0 0 0 0 0
1570011611 2 2 1 2 0 0 0 0 0
1570335917 2 3 1 2 0 0 0 0 0
1570336179 2 4 1 2 0 0 0 0 0
1570336639 3 4 1 2 0 0 0 0 0
1570344662 3 4 1 3 0 0 0 0 0
1570353725 4 6 1 3 0 0 0 0 0
1570353916 4 7 1 3 0 0 0 0 0
1570354612 4 8 1 3 0 0 0 0 0
1570355666 4 8 1 4 0 0 0 0 0
1570357312 4 9 1 4 0 0 0 0 0
1570357526 5 9 1 5 0 0 0 0 0
1570357817 6 9 1 5 0 0 0 0 0
1570393022 6 9 1 6 0 0 0 0 0
1570416382 7 10 1 6 0 0 0 0 0
1570432374 7 11 1 6 0 0 0 0 0
1570432564 8 11 1 6 0 0 0 0 0
1570432820 8 11 1 6 1 0 0 0 0
1570433593 9 11 1 6 1 0 0 0 0
1570434659 9 12 1 6 1 0 0 0 0
1570435478 9 13 1 6 1 0 0 0 0
1570435607 10 13 1 6 1 0 0 0 0
1570520929 10 13 1 7 1 0 0 0 0
1570521094 10 13 1 8 1 0 0 0 0
1570521440 10 13 1 9 1 0 0 0 0
1570522827 11 13 1 9 1 0 0 0 0
1570542508 11 14 1 9 1 0 0 0 0
1570598057 11 15 1 9 1 0 0 0 0
1570601150 12 15 1 9 1 0 0 0 0
1570606213 12 15 1 9 2 0 0 0 0
1570649536 12 15 1 10 2 0 0 0 0
1570784743 13 15 1 10 2 0 0 0 0
1570788158 13 15 1 11 2 0 0 0 0
1570817077 13 15 1 12 2 0 0 0 0
1570969522 13 15 1 13 2 0 0 0 0
1570969760 14 15 1 13 2 0 0 0 0
1571007302 14 15 1 14 2 0 0 0 0
1571041974 14 15 1 14 3 0 0 0 0
1571046284 14 15 1 14 5 0 0 0 0
1571060854 14 15 1 14 5 0 1 0 0
1571065888 15 15 1 14 5 0 1 0 0
1571066387 15 22 1 15 5 0 1 0 0
1571066431 15 22 1 16 5 0 1 0 0
1571066632 16 22 1 16 5 0 1 0 0
1571067429 16 23 1 16 5 0 1 0 0
1571067668 17 23 1 16 5 0 1 0 0
1571068004 17 23 1 16 5 0 2 0 0
1571084571 17 23 1 16 6 0 2 0 0
1571085766 18 23 1 16 6 0 2 0 0
1571090040 18 23 1 17 6 0 2 0 0
1571090248 19 23 1 17 6 0 2 0 0
1571116990 19 23 1 17 6 0 3 0 0
1571198656 19 24 1 17 6 0 3 0 0
1571205403 19 25 1 17 6 0 3 0 0
1571205494 20 25 1 17 6 0 3 0 0
1571209086 20 25 1 17 6 0 4 0 0
1571215549 20 26 1 17 6 0 4 0 0
1571215563 20 27 1 17 6 0 4 0 0
1571216248 21 27 1 17 6 0 4 0 0
1571223324 21 27 1 17 6 0 5 0 0
1571223575 21 27 1 17 7 0 5 0 0
1571223600 21 27 1 17 8 0 5 0 0
1571234186 21 28 1 17 8 0 5 0 0
1571236068 21 28 1 17 9 0 5 0 0
1571242569 21 29 1 17 9 0 5 0 0
1571244374 22 29 1 17 9 0 5 0 0
1571244488 22 29 1 17 10 0 5 0 0
1571244549 23 29 1 17 10 0 5 0 0
1571244764 23 29 1 17 10 0 6 0 0
1571246922 23 30 1 17 10 0 6 0 0
1571246947 23 30 1 17 10 0 7 0 0
1571247021 23 30 1 17 10 0 8 0 0
1571248694 23 31 1 17 10 0 8 0 0
1571283056 23 31 1 18 10 0 8 0 0
1571283290 24 31 1 18 10 0 8 0 0
1571291909 24 31 1 18 10 0 9 0 0
1571296614 24 32 1 18 10 0 9 0 0
1571296644 24 33 1 18 10 0 9 0 0
1571308635 24 34 1 18 10 0 9 0 0
1571312228 24 35 1 18 10 0 9 0 0
1571314609 24 36 1 18 10 0 9 0 0
1571314739 25 36 1 18 10 0 9 0 0
1571314913 25 36 1 18 10 0 9 1 0
1571334760 25 37 1 18 10 0 9 1 0
1571368867 25 37 1 19 10 0 9 1 0
1571372969 25 38 1 19 10 0 9 1 0
1571373110 26 38 1 19 10 0 9 1 0
1571376373 26 39 1 20 10 0 9 1 0
1571457990 26 39 1 21 10 0 9 1 0
1571516165 27 39 1 21 10 0 9 1 0
1571569559 27 39 1 22 10 0 9 1 0
1571570800 27 40 1 22 10 0 9 1 0
1571571426 28 40 1 22 10 0 9 1 0
1571571710 28 40 1 23 10 0 9 1 0
1571581442 28 41 1 23 10 0 9 1 0
1571632396 28 41 1 24 10 0 9 1 0
1571635357 28 42 1 24 10 0 9 1 0
1571635480 28 43 1 24 10 0 9 1 0
1571635552 29 43 1 24 10 0 9 1 0
1571638272 29 44 1 24 10 0 9 1 0
1571640054 29 45 1 24 10 0 9 1 0
1571640590 29 46 1 24 10 0 9 1 0
1571640680 29 46 1 25 10 0 9 1 0
1571640821 30 46 1 25 10 0 9 1 0
1571640977 30 46 1 26 10 0 9 1 0
1571644824 30 46 1 27 10 0 9 1 0
1571645068 31 46 1 27 10 0 9 1 0
1571645077 31 47 1 27 10 0 9 1 0
1571645113 31 48 1 27 10 0 9 1 0
1571649971 31 48 1 27 11 0 9 1 0
1571650287 31 48 1 27 12 0 9 1 0
1571652804 31 48 1 27 13 0 9 1 0
1571654437 32 48 1 27 13 0 9 1 0
1571654733 32 49 1 27 13 0 9 1 0
1571654836 32 50 1 27 13 0 9 1 0
1571655261 33 50 1 27 13 0 9 1 0
1571655278 33 50 1 28 13 0 9 1 0
1571655325 33 50 1 29 13 0 9 1 0
1571655619 34 50 1 29 13 0 9 1 0
1571659973 34 50 1 30 13 0 9 1 0
1571723949 34 50 2 30 13 0 9 1 0
1571731706 34 50 3 30 13 0 9 1 0
1571821513 34 51 3 30 13 0 9 1 0
1571822132 35 51 3 30 13 0 9 1 0
1571822690 35 51 4 30 13 0 9 1 0
1571822758 35 51 5 30 13 0 9 1 0
1571841808 35 51 5 30 14 0 9 1 0
1571896860 35 51 6 30 14 0 9 1 0
1571896936 36 51 7 30 14 0 9 1 0
1571897021 36 52 7 30 14 0 9 1 0
1571897163 37 52 7 30 14 0 9 1 0
1571897489 37 53 7 30 14 0 9 1 0
1571898109 38 53 7 30 14 0 9 1 0
1571901806 38 54 7 30 14 0 9 1 0
1571975074 38 55 7 30 14 0 9 1 0
1571976126 40 56 13 30 18 0 9 1 1
1572239152 40 57 13 30 18 0 9 1 1
1572242775 41 57 13 30 18 0 9 1 1
1572321823 42 60 18 30 18 0 9 1 1
1572339954 42 61 18 30 18 0 9 1 1
1572409082 43 63 20 30 20 0 9 1 1
1572414602 44 63 20 30 20 0 9 1 1
1572414721 45 63 20 30 20 0 9 1 1
1572514484 45 64 20 30 20 0 9 1 1
1572516700 45 65 20 30 20 0 9 1 1
1572516717 45 66 20 30 20 0 9 1 1
1572522678 45 66 21 30 20 0 9 1 1
1572565858 45 66 22 30 20 0 9 1 1
1572601084 45 67 22 30 20 0 9 1 1
1572601414 45 68 22 30 20 0 9 1 1
1572622972 45 68 23 30 20 0 9 1 1
1572705949 46 68 23 30 20 0 9 1 1
1572851977 46 68 23 30 21 0 9 1 1
1572851995 46 68 23 30 22 0 9 1 1
1573057426 46 68 24 30 22 0 9 1 1
1573057442 46 68 25 30 22 0 9 1 1
1573068715 49 70 26 30 25 0 9 1 1
1573085360 49 70 27 30 25 0 9 1 1
1573085379 49 70 29 30 25 0 9 1 1
1573106601 49 71 29 30 25 0 9 1 1
1573113934 49 72 29 30 25 0 9 1 1
1573114185 50 72 29 30 25 0 9 1 1
1573116761 50 73 29 30 25 0 9 1 1
1573120554 50 74 29 30 25 0 9 1 1
1573120568 50 75 29 30 25 0 9 1 1
1573120667 50 76 29 30 25 0 9 1 1
1573120864 51 76 29 30 25 0 9 1 1
1573126807 51 76 30 30 25 0 9 1 1
1573127342 51 76 31 30 25 0 9 1 1
1573135537 51 76 32 30 25 0 9 1 1
